quarter_date,rank,permno,permco,ticker,comnam,mcap
2013-04-01,13,38703,21305,WFC,WELLS FARGO & CO NEW,194763280500.0
2013-04-01,14,47896,20436,JPM,JPMORGAN CHASE & CO,183067746609.99997
2013-04-01,15,11308,20468,KO,COCA COLA CO,180274243100.00003
2013-04-01,16,92602,52978,PM,PHILIP MORRIS INTERNATIONAL INC,152881863420.00003
2013-04-01,17,10104,8045,ORCL,ORACLE CORP,152272227100.0
2013-04-01,18,65875,20288,VZ,VERIZON COMMUNICATIONS INC,140684295500.0
2013-04-01,19,22752,21188,MRK,MERCK & CO INC NEW,134042020800.0
2013-04-01,20,70519,20483,C,CITIGROUP INC,133200728530.0
2013-04-01,21,59408,3151,BAC,BANK OF AMERICA CORP,131466341250.0
2013-04-01,22,13856,21384,PEP,PEPSICO INC,123515757399.99998
2013-04-01,23,84788,15473,AMZN,AMAZON COM INC,119032545449.99998
2013-04-01,24,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,116508461640.0
2013-04-01,25,77178,11253,QCOM,QUALCOMM INC,113916000000.0
2013-04-01,26,76076,10486,CSCO,CISCO SYSTEMS INC,111065018419.99998
2013-04-01,27,59328,2367,INTC,INTEL CORP,106035640000.0
2013-04-01,28,66181,5085,HD,HOME DEPOT INC,103495969390.0
2013-04-01,29,26403,20587,DIS,DISNEY WALT CO,102350166839.99998
2013-04-01,30,43449,21177,MCD,MCDONALDS CORP,99326547600.0
2013-07-01,1,11850,20678,XOM,EXXON MOBIL CORP,401507752800.0
2013-07-01,2,14593,7,AAPL,APPLE INC,371752635240.0
2013-07-01,3,10107,8048,MSFT,MICROSOFT CORP,286150080000.0
2013-07-01,4,55976,21880,WMT,WALMART INC,244407412020.0
2013-07-01,5,22111,21018,JNJ,JOHNSON & JOHNSON,243333880809.99997
2013-07-01,6,90319,45483,GOOGL,ALPHABET INC,243224071440.0
2013-07-01,7,12060,20792,GE,GENERAL ELECTRIC CO,241338400800.0
2013-07-01,8,14541,20440,CVX,CHEVRON CORP NEW,230837056320.0
2013-07-01,9,38703,21305,WFC,WELLS FARGO & CO NEW,219058566320.0
2013-07-01,10,18163,21446,PG,PROCTER & GAMBLE CO,213835109459.99997
2013-07-01,11,12490,20990,IBM,INTERNATIONAL BUSINESS MACHS COR,212090116320.0
2013-07-01,12,47896,20436,JPM,JPMORGAN CHASE & CO,198395193240.0
2013-07-01,13,21936,21394,PFE,PFIZER INC,197049734940.0
2013-07-01,14,66093,21645,T,A T & T INC,189913999999.99997
2013-07-01,15,11308,20468,KO,COCA COLA CO,180198927300.0
2013-07-01,16,70519,20483,C,CITIGROUP INC,146819201250.0
2013-07-01,17,65875,20288,VZ,VERIZON COMMUNICATIONS INC,144079960000.0
2013-07-01,18,92602,52978,PM,PHILIP MORRIS INTERNATIONAL INC,143155927710.0
2013-07-01,19,10104,8045,ORCL,ORACLE CORP,139891060000.0
2013-07-01,20,22752,21188,MRK,MERCK & CO INC NEW,139868427840.0
2013-07-01,21,59408,3151,BAC,BANK OF AMERICA CORP,139390274609.99997
2013-07-01,22,76076,10486,CSCO,CISCO SYSTEMS INC,130054416560.0
2013-07-01,23,84788,15473,AMZN,AMAZON COM INC,128919704570.0
2013-07-01,24,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,127557501120.0
2013-07-01,25,13856,21384,PEP,PEPSICO INC,126867968640.00002
2013-07-01,26,59328,2367,INTC,INTEL CORP,118976166000.0
2013-07-01,27,26403,20587,DIS,DISNEY WALT CO,115134158130.0
2013-07-01,28,66181,5085,HD,HOME DEPOT INC,112291388520.00002
2013-07-01,29,77178,11253,QCOM,QUALCOMM INC,104973120000.0
2013-07-01,30,43449,21177,MCD,MCDONALDS CORP,100074441179.99998
2013-10-01,1,14593,7,AAPL,APPLE INC,438779966487.87
2013-10-01,2,11850,20678,XOM,EXXON MOBIL CORP,378540352000.0
2013-10-01,3,10107,8048,MSFT,MICROSOFT CORP,280258680000.0
2013-10-01,4,22111,21018,JNJ,JOHNSON & JOHNSON,246496932780.0
2013-10-01,5,12060,20792,GE,GENERAL ELECTRIC CO,246141986770.0
2013-10-01,6,90319,45483,GOOGL,ALPHABET INC,245417162024.42996
2013-10-01,7,55976,21880,WMT,WALMART INC,239569007040.00003
2013-10-01,8,14541,20440,CVX,CHEVRON CORP NEW,234393151679.99997
2013-10-01,9,38703,21305,WFC,WELLS FARGO & CO NEW,220302855180.0
2013-10-01,10,18163,21446,PG,PROCTER & GAMBLE CO,208552736000.0
2013-10-01,11,12490,20990,IBM,INTERNATIONAL BUSINESS MACHS COR,204165497880.0
2013-10-01,12,47896,20436,JPM,JPMORGAN CHASE & CO,195587728080.0
2013-10-01,13,21936,21394,PFE,PFIZER INC,191260467000.0
2013-10-01,14,66093,21645,T,A T & T INC,180892660000.0
2013-10-01,15,11308,20468,KO,COCA COLA CO,168238194300.0
2013-10-01,16,10104,8045,ORCL,ORACLE CORP,152674876500.0
2013-10-01,17,59408,3151,BAC,BANK OF AMERICA CORP,149329465300.0
2013-10-01,18,70519,20483,C,CITIGROUP INC,147793863600.0
2013-10-01,19,84788,15473,AMZN,AMAZON COM INC,146995104580.0
2013-10-01,20,22752,21188,MRK,MERCK & CO INC NEW,142631566240.0
2013-10-01,21,92602,52978,PM,PHILIP MORRIS INTERNATIONAL INC,141412538760.00003
2013-10-01,22,65875,20288,VZ,VERIZON COMMUNICATIONS INC,134472786680.0
2013-10-01,23,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,132742308920.0
2013-10-01,24,76076,10486,CSCO,CISCO SYSTEMS INC,124602421999.99998
2013-10-01,25,13856,21384,PEP,PEPSICO INC,123099521479.99998
2013-10-01,26,14277,21576,SLB,SCHLUMBERGER LTD,117829446149.99998
2013-10-01,27,26403,20587,DIS,DISNEY WALT CO,115815034860.0
2013-10-01,28,77178,11253,QCOM,QUALCOMM INC,113720649999.99998
2013-10-01,29,59328,2367,INTC,INTEL CORP,113533589999.99998
2013-10-01,30,66181,5085,HD,HOME DEPOT INC,109238103180.0
2014-01-01,1,14593,7,AAPL,APPLE INC,493639209110.0
2014-01-01,2,11850,20678,XOM,EXXON MOBIL CORP,435759271500.0
2014-01-01,3,90319,45483,GOOGL,ALPHABET INC,310922243999.99994
2014-01-01,4,10107,8048,MSFT,MICROSOFT CORP,308428000000.0
2014-01-01,5,12060,20792,GE,GENERAL ELECTRIC CO,278227647500.0
2014-01-01,6,22111,21018,JNJ,JOHNSON & JOHNSON,256835501140.00003
2014-01-01,7,55976,21880,WMT,WALMART INC,255334768519.99997
2014-01-01,8,14541,20440,CVX,CHEVRON CORP NEW,238742696220.0
2014-01-01,9,38703,21305,WFC,WELLS FARGO & CO NEW,237147306980.00003
2014-01-01,10,18163,21446,PG,PROCTER & GAMBLE CO,218926324740.0
2014-01-01,11,47896,20436,JPM,JPMORGAN CHASE & CO,218822391690.0
2014-01-01,12,12490,20990,IBM,INTERNATIONAL BUSINESS MACHS COR,201458492620.0
2014-01-01,13,21936,21394,PFE,PFIZER INC,197413422660.0
2014-01-01,14,66093,21645,T,A T & T INC,184116600000.00003
2014-01-01,15,84788,15473,AMZN,AMAZON COM INC,182668230000.0
2014-01-01,16,11308,20468,KO,COCA COLA CO,179551429179.99997
2014-01-01,17,59408,3151,BAC,BANK OF AMERICA CORP,171724757400.0
2014-01-01,18,10104,8045,ORCL,ORACLE CORP,170181956560.0
2014-01-01,19,70519,20483,C,CITIGROUP INC,158534962270.0
2014-01-01,20,22752,21188,MRK,MERCK & CO INC NEW,144606266210.0
2014-01-01,21,65875,20288,VZ,VERIZON COMMUNICATIONS INC,140140000000.0
2014-01-01,22,92602,52978,PM,PHILIP MORRIS INTERNATIONAL INC,137818319320.0
2014-01-01,23,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,137459725000.0
2014-01-01,24,26403,20587,DIS,DISNEY WALT CO,134027745600.0
2014-01-01,25,59328,2367,INTC,INTEL CORP,128098930000.0
2014-01-01,26,13856,21384,PEP,PEPSICO INC,125908559999.99998
2014-01-01,27,77178,11253,QCOM,QUALCOMM INC,123690839999.99998
2014-01-01,28,76076,10486,CSCO,CISCO SYSTEMS INC,117625596000.0
2014-01-01,29,14277,21576,SLB,SCHLUMBERGER LTD,116971943100.0
2014-01-01,30,66181,5085,HD,HOME DEPOT INC,115502778539.99998
2014-04-01,1,14593,7,AAPL,APPLE INC,466764196484.9001
2014-04-01,2,11850,20678,XOM,EXXON MOBIL CORP,422314687470.0
2014-04-01,3,10107,8048,MSFT,MICROSOFT CORP,342129200000.0
2014-04-01,4,90319,45483,GOOGL,ALPHABET INC,319536226545.57
2014-04-01,5,22111,21018,JNJ,JOHNSON & JOHNSON,277006052560.0
2014-04-01,6,38703,21305,WFC,WELLS FARGO & CO NEW,261375118200.00003
2014-04-01,7,12060,20792,GE,GENERAL ELECTRIC CO,259346775870.0
2014-04-01,8,55976,21880,WMT,WALMART INC,247903764750.0
2014-04-01,9,47896,20436,JPM,JPMORGAN CHASE & CO,229746672750.0
2014-04-01,10,14541,20440,CVX,CHEVRON CORP NEW,227186470000.0
2014-04-01,11,18163,21446,PG,PROCTER & GAMBLE CO,217834518720.0
2014-04-01,12,21936,21394,PFE,PFIZER INC,203934453750.0
2014-04-01,13,12490,20990,IBM,INTERNATIONAL BUSINESS MACHS COR,202540824500.0
2014-04-01,14,65875,20288,VZ,VERIZON COMMUNICATIONS INC,197685000000.0
2014-04-01,15,10104,8045,ORCL,ORACLE CORP,184999180140.00003
2014-04-01,16,66093,21645,T,A T & T INC,182708331410.00003
2014-04-01,17,59408,3151,BAC,BANK OF AMERICA CORP,182560427220.0
2014-04-01,18,11308,20468,KO,COCA COLA CO,169230350130.0
2014-04-01,19,22752,21188,MRK,MERCK & CO INC NEW,165762862140.0
2014-04-01,20,84788,15473,AMZN,AMAZON COM INC,157775395399.99997
2014-04-01,21,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,147266862960.0
2014-04-01,22,70519,20483,C,CITIGROUP INC,145235089799.99997
2014-04-01,23,26403,20587,DIS,DISNEY WALT CO,142915452630.0
2014-04-01,24,77178,11253,QCOM,QUALCOMM INC,135048600000.0
2014-04-01,25,92602,52978,PM,PHILIP MORRIS INTERNATIONAL INC,129925259469.99998
2014-04-01,26,59328,2367,INTC,INTEL CORP,129222279999.99998
2014-04-01,27,14277,21576,SLB,SCHLUMBERGER LTD,127978862399.99998
2014-04-01,28,13856,21384,PEP,PEPSICO INC,127315448960.0
2014-04-01,29,13407,54084,META,META PLATFORMS INC,124676420000.0
2014-04-01,30,76076,10486,CSCO,CISCO SYSTEMS INC,118994591100.00002
2014-07-01,1,14593,7,AAPL,APPLE INC,560107271920.0
2014-07-01,2,11850,20678,XOM,EXXON MOBIL CORP,435277850000.0
2014-07-01,3,10107,8048,MSFT,MICROSOFT CORP,344966930000.0
2014-07-01,4,22111,21018,JNJ,JOHNSON & JOHNSON,299516817000.0
2014-07-01,5,38703,21305,WFC,WELLS FARGO & CO NEW,277679930400.0
2014-07-01,6,12060,20792,GE,GENERAL ELECTRIC CO,264732996000.0
2014-07-01,7,14541,20440,CVX,CHEVRON CORP NEW,248502451963.5
2014-07-01,8,55976,21880,WMT,WALMART INC,242672984400.0
2014-07-01,9,47896,20436,JPM,JPMORGAN CHASE & CO,217885927410.0
2014-07-01,10,18163,21446,PG,PROCTER & GAMBLE CO,214528508800.0
2014-07-01,11,65875,20288,VZ,VERIZON COMMUNICATIONS INC,204448526130.0
2014-07-01,12,14542,45483,GOOG,ALPHABET INC,195679224723.36002
2014-07-01,13,21936,21394,PFE,PFIZER INC,191639379200.0
2014-07-01,14,12490,20990,IBM,INTERNATIONAL BUSINESS MACHS COR,188620312171.83
2014-07-01,15,11308,20468,KO,COCA COLA CO,185872289070.0
2014-07-01,16,66093,21645,T,A T & T INC,184159259320.0
2014-07-01,17,10104,8045,ORCL,ORACLE CORP,181625824530.0
2014-07-01,18,22752,21188,MRK,MERCK & CO INC NEW,170988219760.0
2014-07-01,19,59408,3151,BAC,BANK OF AMERICA CORP,164044296000.0
2014-07-01,20,84788,15473,AMZN,AMAZON COM INC,153564184620.0
2014-07-01,21,59328,2367,INTC,INTEL CORP,153289040000.0
2014-07-01,22,14277,21576,SLB,SCHLUMBERGER LTD,153269228250.0
2014-07-01,23,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,150379866400.0
2014-07-01,24,26403,20587,DIS,DISNEY WALT CO,149752550680.0
2014-07-01,25,70519,20483,C,CITIGROUP INC,144173276100.0
2014-07-01,26,13407,54084,META,META PLATFORMS INC,137004780000.0
2014-07-01,27,13856,21384,PEP,PEPSICO INC,135125714759.99998
2014-07-01,28,77178,11253,QCOM,QUALCOMM INC,133786940000.0
2014-07-01,29,92602,52978,PM,PHILIP MORRIS INTERNATIONAL INC,132451972169.99998
2014-07-01,30,77274,11300,GILD,GILEAD SCIENCES INC,130156207470.00002
2014-10-01,1,14593,7,AAPL,APPLE INC,581805847980.0
2014-10-01,2,11850,20678,XOM,EXXON MOBIL CORP,396019299120.0
2014-10-01,3,10107,8048,MSFT,MICROSOFT CORP,378905601599.99994
2014-10-01,4,22111,21018,JNJ,JOHNSON & JOHNSON,294155934099.99994
2014-10-01,5,38703,21305,WFC,WELLS FARGO & CO NEW,267598062820.0
2014-10-01,6,12060,20792,GE,GENERAL ELECTRIC CO,252453024640.00003
2014-10-01,7,55976,21880,WMT,WALMART INC,245297689560.0
2014-10-01,8,18163,21446,PG,PROCTER & GAMBLE CO,225058649760.0
2014-10-01,9,47896,20436,JPM,JPMORGAN CHASE & CO,224811765370.0
2014-10-01,10,14541,20440,CVX,CHEVRON CORP NEW,223409349800.0
2014-10-01,11,65875,20288,VZ,VERIZON COMMUNICATIONS INC,204898817760.0
2014-10-01,12,14542,45483,GOOG,ALPHABET INC,192803788925.64
2014-10-01,13,11308,20468,KO,COCA COLA CO,187454391760.00003
2014-10-01,14,12490,20990,IBM,INTERNATIONAL BUSINESS MACHS COR,186719294640.0
2014-10-01,15,21936,21394,PFE,PFIZER INC,184836156450.0
2014-10-01,16,66093,21645,T,A T & T INC,181302560000.0
2014-10-01,17,59408,3151,BAC,BANK OF AMERICA CORP,176876815660.0
2014-10-01,18,22752,21188,MRK,MERCK & CO INC NEW,169356744720.0
2014-10-01,19,10104,8045,ORCL,ORACLE CORP,168788369360.0
2014-10-01,20,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,165328643700.00003
2014-10-01,21,59328,2367,INTC,INTEL CORP,165089430000.0
2014-10-01,22,77274,11300,GILD,GILEAD SCIENCES INC,159820284870.0
2014-10-01,23,13407,54084,META,META PLATFORMS INC,156468200000.0
2014-10-01,24,70519,20483,C,CITIGROUP INC,154923600300.0
2014-10-01,25,26403,20587,DIS,DISNEY WALT CO,150180522049.99997
2014-10-01,26,84788,15473,AMZN,AMAZON COM INC,146983975370.0
2014-10-01,27,13856,21384,PEP,PEPSICO INC,139604000850.0
2014-10-01,28,92602,52978,PM,PHILIP MORRIS INTERNATIONAL INC,130391074570.0
2014-10-01,29,14277,21576,SLB,SCHLUMBERGER LTD,128152698600.0
2014-10-01,30,76076,10486,CSCO,CISCO SYSTEMS INC,127633051090.0
2015-01-01,1,14593,7,AAPL,APPLE INC,637002389270.0
2015-01-01,2,11850,20678,XOM,EXXON MOBIL CORP,393091327070.0
2015-01-01,3,10107,8048,MSFT,MICROSOFT CORP,384273680000.0
2015-01-01,4,22111,21018,JNJ,JOHNSON & JOHNSON,292562977200.0
2015-01-01,5,38703,21305,WFC,WELLS FARGO & CO NEW,283763032800.0
2015-01-01,6,55976,21880,WMT,WALMART INC,276872021000.0
2015-01-01,7,12060,20792,GE,GENERAL ELECTRIC CO,251657331519.99997
2015-01-01,8,18163,21446,PG,PROCTER & GAMBLE CO,244379642359.99997
2015-01-01,9,47896,20436,JPM,JPMORGAN CHASE & CO,233599430610.0
2015-01-01,10,14541,20440,CVX,CHEVRON CORP NEW,212823933920.0
2015-01-01,11,21936,21394,PFE,PFIZER INC,197399583810.0
2015-01-01,12,65875,20288,VZ,VERIZON COMMUNICATIONS INC,194871039040.0
2015-01-01,13,10104,8045,ORCL,ORACLE CORP,194669299109.99997
2015-01-01,14,59408,3151,BAC,BANK OF AMERICA CORP,188244454999.99997
2015-01-01,15,11308,20468,KO,COCA COLA CO,184577961820.0
2015-01-01,16,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,181380725609.99997
2015-01-01,17,14542,45483,GOOG,ALPHABET INC,178644799189.99997
2015-01-01,18,66093,21645,T,A T & T INC,175683690000.0
2015-01-01,19,13407,54084,META,META PLATFORMS INC,174237450000.0
2015-01-01,20,59328,2367,INTC,INTEL CORP,172637280000.0
2015-01-01,21,70519,20483,C,CITIGROUP INC,164380018880.0
2015-01-01,22,22752,21188,MRK,MERCK & CO INC NEW,163041426870.0
2015-01-01,23,12490,20990,IBM,INTERNATIONAL BUSINESS MACHS COR,160384299600.0
2015-01-01,24,26403,20587,DIS,DISNEY WALT CO,158972906250.0
2015-01-01,25,84788,15473,AMZN,AMAZON COM INC,143271747036.16
2015-01-01,26,77274,11300,GILD,GILEAD SCIENCES INC,142270090000.0
2015-01-01,27,13856,21384,PEP,PEPSICO INC,141339470640.0
2015-01-01,28,76076,10486,CSCO,CISCO SYSTEMS INC,141186164680.0
2015-01-01,29,66181,5085,HD,HOME DEPOT INC,136302846610.00002
2015-01-01,30,92611,52983,V,VISA INC,130785509925.07
2015-04-01,1,14593,7,AAPL,APPLE INC,723724939000.0
2015-04-01,2,11850,20678,XOM,EXXON MOBIL CORP,354283517400.0
2015-04-01,3,10107,8048,MSFT,MICROSOFT CORP,330361360000.0
2015-04-01,4,38703,21305,WFC,WELLS FARGO & CO NEW,277552854900.0
2015-04-01,5,22111,21018,JNJ,JOHNSON & JOHNSON,275692524000.0
2015-04-01,6,55976,21880,WMT,WALMART INC,260143664899.99997
2015-04-01,7,12060,20792,GE,GENERAL ELECTRIC CO,250076600640.0
2015-04-01,8,47896,20436,JPM,JPMORGAN CHASE & CO,223512364350.00003
2015-04-01,9,18163,21446,PG,PROCTER & GAMBLE CO,222305983200.0
2015-04-01,10,21936,21394,PFE,PFIZER INC,210797666220.0
2015-04-01,11,65875,20288,VZ,VERIZON COMMUNICATIONS INC,203282559360.0
2015-04-01,12,14541,20440,CVX,CHEVRON CORP NEW,197024062200.00003
2015-04-01,13,10104,8045,ORCL,ORACLE CORP,187521985799.99997
2015-04-01,14,14542,45483,GOOG,ALPHABET INC,185366709119.99997
2015-04-01,15,13407,54084,META,META PLATFORMS INC,183486881960.0
2015-04-01,16,26403,20587,DIS,DISNEY WALT CO,179201922720.0
2015-04-01,17,11308,20468,KO,COCA COLA CO,177710295240.0
2015-04-01,18,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,176023048049.99997
2015-04-01,19,84788,15473,AMZN,AMAZON COM INC,172538830000.0
2015-04-01,20,66093,21645,T,A T & T INC,170704625520.0
2015-04-01,21,59408,3151,BAC,BANK OF AMERICA CORP,162119302360.0
2015-04-01,22,22752,21188,MRK,MERCK & CO INC NEW,161379653980.0
2015-04-01,23,12490,20990,IBM,INTERNATIONAL BUSINESS MACHS COR,157337322435.75998
2015-04-01,24,70519,20483,C,CITIGROUP INC,156663293079.99997
2015-04-01,25,66181,5085,HD,HOME DEPOT INC,147905483220.0
2015-04-01,26,59328,2367,INTC,INTEL CORP,146101020000.0
2015-04-01,27,77274,11300,GILD,GILEAD SCIENCES INC,144332440000.0
2015-04-01,28,13856,21384,PEP,PEPSICO INC,140957232040.0
2015-04-01,29,76076,10486,CSCO,CISCO SYSTEMS INC,139104137750.0
2015-04-01,30,92611,52983,V,VISA INC,128003612640.00002
2015-07-01,1,14593,7,AAPL,APPLE INC,722303640000.0
2015-07-01,2,10107,8048,MSFT,MICROSOFT CORP,356760015000.0
2015-07-01,3,11850,20678,XOM,EXXON MOBIL CORP,344397865960.00006
2015-07-01,4,38703,21305,WFC,WELLS FARGO & CO NEW,293041256550.0
2015-07-01,5,22111,21018,JNJ,JOHNSON & JOHNSON,273061741149.99997
2015-07-01,6,12060,20792,GE,GENERAL ELECTRIC CO,268624267140.0
2015-07-01,7,47896,20436,JPM,JPMORGAN CHASE & CO,252613692089.99997
2015-07-01,8,55976,21880,WMT,WALMART INC,231493062119.99997
2015-07-01,9,18163,21446,PG,PROCTER & GAMBLE CO,216280041120.0
2015-07-01,10,21936,21394,PFE,PFIZER INC,207451902299.99997
2015-07-01,11,84788,15473,AMZN,AMAZON COM INC,204698524680.0
2015-07-01,12,26403,20587,DIS,DISNEY WALT CO,195348093930.0
2015-07-01,13,13407,54084,META,META PLATFORMS INC,195199860000.0
2015-07-01,14,65875,20288,VZ,VERIZON COMMUNICATIONS INC,191688889000.0
2015-07-01,15,66093,21645,T,A T & T INC,184715010000.0
2015-07-01,16,59408,3151,BAC,BANK OF AMERICA CORP,180846162000.0
2015-07-01,17,14541,20440,CVX,CHEVRON CORP NEW,180695131020.0
2015-07-01,18,14542,45483,GOOG,ALPHABET INC,179464961037.24
2015-07-01,19,10104,8045,ORCL,ORACLE CORP,174483738480.00003
2015-07-01,20,11308,20468,KO,COCA COLA CO,172168689500.0
2015-07-01,21,77274,11300,GILD,GILEAD SCIENCES INC,170882730000.0
2015-07-01,22,70519,20483,C,CITIGROUP INC,168940915200.0
2015-07-01,23,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,168799199040.00003
2015-07-01,24,22752,21188,MRK,MERCK & CO INC NEW,162732787200.00003
2015-07-01,25,12490,20990,IBM,INTERNATIONAL BUSINESS MACHS COR,161978905507.34003
2015-07-01,26,66181,5085,HD,HOME DEPOT INC,145576240320.0
2015-07-01,27,59328,2367,INTC,INTEL CORP,143445540000.0
2015-07-01,28,13856,21384,PEP,PEPSICO INC,139516340519.99997
2015-07-01,29,76076,10486,CSCO,CISCO SYSTEMS INC,139099064150.0
2015-07-01,30,92611,52983,V,VISA INC,132811693350.0
2015-10-01,1,14593,7,AAPL,APPLE INC,624904276760.0
2015-10-01,2,10107,8048,MSFT,MICROSOFT CORP,356255460000.0
2015-10-01,3,11850,20678,XOM,EXXON MOBIL CORP,308789392940.0
2015-10-01,4,38703,21305,WFC,WELLS FARGO & CO NEW,264059986959.99997
2015-10-01,5,22111,21018,JNJ,JOHNSON & JOHNSON,257997606020.0
2015-10-01,6,12060,20792,GE,GENERAL ELECTRIC CO,254329046510.00003
2015-10-01,7,84788,15473,AMZN,AMAZON COM INC,244217665930.0
2015-10-01,8,47896,20436,JPM,JPMORGAN CHASE & CO,227135275140.00003
2015-10-01,9,14542,45483,GOOG,ALPHABET INC,211193963900.22
2015-10-01,10,55976,21880,WMT,WALMART INC,206045892339.99997
2015-10-01,11,13407,54084,META,META PLATFORMS INC,205456050000.0
2015-10-01,12,66093,21645,T,A T & T INC,200092030000.0
2015-10-01,13,21936,21394,PFE,PFIZER INC,196368360320.0
2015-10-01,14,18163,21446,PG,PROCTER & GAMBLE CO,195210854700.00003
2015-10-01,15,65875,20288,VZ,VERIZON COMMUNICATIONS INC,174662085360.0
2015-10-01,16,26403,20587,DIS,DISNEY WALT CO,173292380860.0
2015-10-01,17,11308,20468,KO,COCA COLA CO,173130159200.0
2015-10-01,18,59408,3151,BAC,BANK OF AMERICA CORP,162317431000.0
2015-10-01,19,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,162007896079.99997
2015-10-01,20,10104,8045,ORCL,ORACLE CORP,154550118720.0
2015-10-01,21,66181,5085,HD,HOME DEPOT INC,150278574090.0
2015-10-01,22,70519,20483,C,CITIGROUP INC,150161167050.0
2015-10-01,23,14541,20440,CVX,CHEVRON CORP NEW,147316646520.0
2015-10-01,24,77274,11300,GILD,GILEAD SCIENCES INC,142393230000.0
2015-10-01,25,59328,2367,INTC,INTEL CORP,141900000000.0
2015-10-01,26,12490,20990,IBM,INTERNATIONAL BUSINESS MACHS COR,140650712700.00003
2015-10-01,27,22752,21188,MRK,MERCK & CO INC NEW,139057269950.0
2015-10-01,28,13856,21384,PEP,PEPSICO INC,136725466350.0
2015-10-01,29,92611,52983,V,VISA INC,136577576130.0
2015-10-01,30,76076,10486,CSCO,CISCO SYSTEMS INC,130227068890.0
2016-01-01,1,14593,7,AAPL,APPLE INC,584111705449.9999
2016-01-01,2,10107,8048,MSFT,MICROSOFT CORP,434290000000.0
2016-01-01,3,11850,20678,XOM,EXXON MOBIL CORP,322461254940.0
2016-01-01,4,12060,20792,GE,GENERAL ELECTRIC CO,310454729690.0
2016-01-01,5,84788,15473,AMZN,AMAZON COM INC,300022285290.0
2016-01-01,6,22111,21018,JNJ,JOHNSON & JOHNSON,278022533120.0
2016-01-01,7,38703,21305,WFC,WELLS FARGO & CO NEW,270254385829.99997
2016-01-01,8,14542,45483,GOOG,ALPHABET INC,255753801382.68
2016-01-01,9,13407,54084,META,META PLATFORMS INC,234588766800.0
2016-01-01,10,47896,20436,JPM,JPMORGAN CHASE & CO,234193490600.0
2016-01-01,11,18163,21446,PG,PROCTER & GAMBLE CO,213211306010.00003
2016-01-01,12,66093,21645,T,A T & T INC,211321200000.0
2016-01-01,13,21936,21394,PFE,PFIZER INC,197243420850.0
2016-01-01,14,55976,21880,WMT,WALMART INC,196788343780.0
2016-01-01,15,65875,20288,VZ,VERIZON COMMUNICATIONS INC,186639204510.0
2016-01-01,16,11308,20468,KO,COCA COLA CO,184396964000.0
2016-01-01,17,59408,3151,BAC,BANK OF AMERICA CORP,171077046400.0
2016-01-01,18,26403,20587,DIS,DISNEY WALT CO,170244270440.0
2016-01-01,19,14541,20440,CVX,CHEVRON CORP NEW,167218987450.0
2016-01-01,20,66181,5085,HD,HOME DEPOT INC,166181175348.81
2016-01-01,21,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,163222939250.0
2016-01-01,22,59328,2367,INTC,INTEL CORP,160602750000.0
2016-01-01,23,70519,20483,C,CITIGROUP INC,152315758700.00003
2016-01-01,24,10104,8045,ORCL,ORACLE CORP,150193615000.0
2016-01-01,25,22752,21188,MRK,MERCK & CO INC NEW,146605136640.0
2016-01-01,26,92611,52983,V,VISA INC,146530294700.00003
2016-01-01,27,13856,21384,PEP,PEPSICO INC,143893173269.99997
2016-01-01,28,77274,11300,GILD,GILEAD SCIENCES INC,139370220000.0
2016-01-01,29,89525,43613,CMCSA,COMCAST CORP NEW,135369560560.0
2016-01-01,30,92602,52978,PM,PHILIP MORRIS INTERNATIONAL INC,134788752000.0
2016-04-01,1,14593,7,AAPL,APPLE INC,602574275540.0
2016-04-01,2,10107,8048,MSFT,MICROSOFT CORP,437335900000.0
2016-04-01,3,11850,20678,XOM,EXXON MOBIL CORP,344512720719.99994
2016-04-01,4,22111,21018,JNJ,JOHNSON & JOHNSON,301183581360.0
2016-04-01,5,12060,20792,GE,GENERAL ELECTRIC CO,296474232830.0
2016-04-01,6,84788,15473,AMZN,AMAZON COM INC,282492000000.0
2016-04-01,7,13407,54084,META,META PLATFORMS INC,268220811180.0
2016-04-01,8,14542,45483,GOOG,ALPHABET INC,257731308219.51
2016-04-01,9,38703,21305,WFC,WELLS FARGO & CO NEW,245023568700.00003
2016-04-01,10,66093,21645,T,A T & T INC,240204711450.0
2016-04-01,11,18163,21446,PG,PROCTER & GAMBLE CO,225912397980.0
2016-04-01,12,65875,20288,VZ,VERIZON COMMUNICATIONS INC,220360800000.0
2016-04-01,13,47896,20436,JPM,JPMORGAN CHASE & CO,219738765549.99997
2016-04-01,14,55976,21880,WMT,WALMART INC,217147775100.0
2016-04-01,15,11308,20468,KO,COCA COLA CO,202715362500.0
2016-04-01,16,21936,21394,PFE,PFIZER INC,186004045160.0
